stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,delivery_conversion,carrying_stall_events,carrying_stall_fraction,carrying_low_progress_fraction,carrying_low_displacement_fraction,carrying_penalty_total,non_carrying_nest_loiter_fraction,non_carrying_nest_crowding_fraction,non_carrying_nest_penalty_total,swarm_efficiency
stage1b_single_agent_tiny,2,1,48400,907,1,75,75,1,0,190.87261962890625,4.0,4.0,4.0,0.1875,0.0,0,0,0,39,17,28,11,1.0,1,0.05128205128205128,0.1282051282051282,0.07692307692307693,-0.26,0.0,0.0,0.0,0.10256410256410256
stage1b_single_agent_tiny,2,1,48520,908,1,75,75,1,0,-4.16668176651001,0.0,0.0,0.0,0.25,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,48640,909,1,75,75,1,0,-2.690200090408325,0.0,0.0,0.0,0.25,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,48657,910,1,75,75,1,0,191.30075073242188,4.0,4.0,4.0,0.125,0.0,0,0,0,17,6,14,8,1.0,1,0.11764705882352941,0.35294117647058826,0.17647058823529413,-0.30000000000000004,0.0,0.0,0.0,0.23529411764705882
stage1b_single_agent_tiny,2,1,48745,911,1,75,75,1,0,190.5833740234375,4.0,4.0,4.0,0.4375,0.0,0,0,0,88,4,6,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
stage1b_single_agent_tiny,2,1,48865,912,1,75,75,1,0,86.49996948242188,3.0,3.0,2.0,0.4375,0.0,0,0,1,120,6,15,9,0.6666666666666666,7,0.24166666666666667,0.5333333333333333,0.31666666666666665,-3.320000000000002,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,48935,913,1,75,75,1,0,190.52865600585938,4.0,4.0,4.0,0.375,0.0,0,0,0,70,52,58,6,1.0,0,0.0,0.05714285714285714,0.05714285714285714,-0.24,0.0,0.0,0.0,0.05714285714285714
stage1b_single_agent_tiny,2,1,49055,914,1,75,75,1,0,-3.3975746631622314,0.0,0.0,0.0,0.25,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,49175,915,1,75,75,1,0,-2.3438470363616943,0.0,0.0,0.0,0.5,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,49295,916,1,75,75,1,0,-9.784090995788574,1.0,1.0,0.0,0.3125,0.0,0,0,3,120,42,-1,-1,0.0,7,0.43333333333333335,0.6083333333333333,0.25,-3.5200000000000027,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,49345,917,1,75,75,1,0,189.3731689453125,4.0,4.0,4.0,0.0625,0.0,0,0,0,50,16,47,31,1.0,2,0.26,0.48,0.3,-1.2600000000000005,0.0,0.0,0.0,0.08
stage1b_single_agent_tiny,2,1,49465,918,1,75,75,1,0,-2.396688222885132,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,49585,919,1,75,75,1,0,44.075252532958984,1.0,1.0,1.0,0.4375,0.0,0,0,3,120,17,24,7,1.0,0,0.0,0.016666666666666666,0.0,-0.08,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,49705,920,1,75,75,1,0,188.938232421875,4.0,4.0,4.0,0.1875,0.0,0,0,0,120,93,103,10,1.0,2,0.075,0.15,0.08333333333333333,-0.9200000000000004,0.0,0.0,0.0,0.03333333333333333
stage1b_single_agent_tiny,2,1,49825,921,1,75,75,1,0,-2.418663263320923,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,49878,922,1,75,75,1,0,191.86080932617188,4.0,4.0,4.0,0.1875,0.0,0,0,0,53,50,50,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07547169811320754
stage1b_single_agent_tiny,2,1,49927,923,1,75,75,1,0,190.22891235351562,4.0,4.0,4.0,0.25,0.0,0,0,0,49,32,46,14,1.0,2,0.061224489795918366,0.1836734693877551,0.061224489795918366,-0.42000000000000004,0.0,0.0,0.0,0.08163265306122448
stage1b_single_agent_tiny,2,1,49975,924,1,75,75,1,0,189.19989013671875,4.0,4.0,4.0,0.1875,0.0,0,0,0,48,11,45,34,1.0,2,0.2916666666666667,0.5208333333333334,0.2708333333333333,-1.2600000000000007,0.0,0.0,0.0,0.08333333333333333
stage1b_single_agent_tiny,2,1,50003,925,1,75,75,1,0,191.3153533935547,4.0,4.0,4.0,0.1875,0.0,0,0,0,28,9,25,16,1.0,1,0.35714285714285715,0.5,0.10714285714285714,-0.62,0.0,0.0,0.0,0.14285714285714285
stage1b_single_agent_tiny,2,1,50009,926,1,75,75,1,0,191.9720001220703,4.0,4.0,4.0,0.1875,0.0,0,0,0,6,3,3,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
stage1b_single_agent_tiny,2,1,50129,927,1,75,75,1,0,45.87364959716797,1.0,1.0,1.0,0.375,0.0,0,0,3,120,10,13,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,50198,928,1,75,75,1,0,187.5593719482422,4.0,4.0,4.0,0.1875,0.0,0,0,0,69,2,66,64,1.0,6,0.2608695652173913,0.7101449275362319,0.4492753623188406,-2.580000000000002,0.0,0.0,0.0,0.057971014492753624
stage1b_single_agent_tiny,2,1,50318,929,1,75,75,1,0,89.55384063720703,2.0,2.0,2.0,0.4375,0.0,0,0,2,120,42,42,0,1.0,3,0.225,0.35,0.15833333333333333,-2.060000000000001,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,50438,930,1,75,75,1,0,-2.187407970428467,0.0,0.0,0.0,0.25,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,50550,931,1,75,75,1,0,189.75318908691406,4.0,4.0,4.0,0.375,0.0,0,0,0,112,32,33,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
stage1b_single_agent_tiny,2,1,50615,932,1,75,75,1,0,191.47756958007812,4.0,4.0,4.0,0.1875,0.0,0,0,0,65,45,49,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06153846153846154
stage1b_single_agent_tiny,2,1,50735,933,1,75,75,1,0,44.31515121459961,1.0,1.0,1.0,0.375,0.0,0,0,3,120,26,58,32,1.0,3,0.08333333333333333,0.18333333333333332,0.05,-1.0000000000000002,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,50855,934,1,75,75,1,0,92.24066925048828,2.0,2.0,2.0,0.375,0.0,0,0,2,120,6,36,30,1.0,1,0.15833333333333333,0.21666666666666667,0.14166666666666666,-1.3800000000000008,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,50873,935,1,75,75,1,0,191.3444366455078,4.0,4.0,4.0,0.1875,0.0,0,0,0,18,3,15,12,1.0,1,0.16666666666666666,0.5,0.3333333333333333,-0.48000000000000004,0.0,0.0,0.0,0.2222222222222222
stage1b_single_agent_tiny,2,1,50961,936,1,75,75,1,0,187.76437377929688,4.0,4.0,4.0,0.375,0.0,0,0,0,88,2,65,63,1.0,6,0.25,0.5454545454545454,0.3068181818181818,-2.4600000000000013,0.0,0.0,0.0,0.045454545454545456
stage1b_single_agent_tiny,2,1,51081,937,1,75,75,1,0,-2.845209836959839,0.0,0.0,0.0,0.375,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,51143,938,1,75,75,1,0,189.09413146972656,4.0,4.0,4.0,0.1875,0.0,0,0,0,62,20,35,15,1.0,1,0.04838709677419355,0.16129032258064516,0.03225806451612903,-0.44,0.0,0.0,0.0,0.06451612903225806
stage1b_single_agent_tiny,2,1,51263,939,1,75,75,1,0,45.2913703918457,1.0,1.0,1.0,0.25,0.0,0,0,3,120,4,29,25,1.0,3,0.075,0.16666666666666666,0.09166666666666666,-1.0200000000000005,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,51289,940,1,75,75,1,0,191.47628784179688,4.0,4.0,4.0,0.1875,0.0,0,0,0,26,15,23,8,1.0,0,0.0,0.15384615384615385,0.11538461538461539,-0.22,0.0,0.0,0.0,0.15384615384615385
stage1b_single_agent_tiny,2,1,51409,941,1,75,75,1,0,-7.8411078453063965,1.0,1.0,0.0,0.25,0.0,0,0,3,120,73,-1,-1,0.0,3,0.26666666666666666,0.35833333333333334,0.16666666666666666,-2.1200000000000014,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,51529,942,1,75,75,1,0,38.6858024597168,1.0,1.0,1.0,0.1875,0.0,0,0,3,120,5,116,111,1.0,6,0.5666666666666667,0.8166666666666667,0.39166666666666666,-4.86,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,51556,943,1,75,75,1,0,191.72010803222656,4.0,4.0,4.0,0.1875,0.0,0,0,0,27,22,22,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814
stage1b_single_agent_tiny,2,1,51617,944,1,75,75,1,0,191.36248779296875,4.0,4.0,4.0,0.25,0.0,0,0,0,61,47,47,0,1.0,1,0.01639344262295082,0.06557377049180328,0.03278688524590164,-0.2,0.0,0.0,0.0,0.06557377049180328
stage1b_single_agent_tiny,2,1,51654,945,1,75,75,1,0,192.07261657714844,4.0,4.0,4.0,0.1875,0.0,0,0,0,37,34,34,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811
stage1b_single_agent_tiny,2,1,51774,946,1,75,75,1,0,-12.039213180541992,1.0,1.0,0.0,0.1875,0.0,0,0,3,120,3,-1,-1,0.0,7,0.6166666666666667,0.8333333333333334,0.4166666666666667,-4.999999999999998,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,51889,947,1,75,75,1,0,189.93621826171875,4.0,4.0,4.0,0.3125,0.0,0,0,0,115,112,112,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034782608695652174
stage1b_single_agent_tiny,2,1,52009,948,1,75,75,1,0,140.7151336669922,3.0,3.0,3.0,0.375,0.0,0,0,1,120,9,39,30,1.0,2,0.14166666666666666,0.21666666666666667,0.125,-1.3400000000000007,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,52019,949,1,75,75,1,0,191.93310546875,4.0,4.0,4.0,0.1875,0.0,0,0,0,10,7,7,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
stage1b_single_agent_tiny,2,1,52139,950,1,75,75,1,0,91.32769012451172,2.0,2.0,2.0,0.5,0.0,0,0,2,120,40,40,0,1.0,1,0.11666666666666667,0.19166666666666668,0.06666666666666667,-1.0800000000000005,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,52259,951,1,75,75,1,0,-5.990845680236816,1.0,1.0,0.0,0.4375,0.0,0,0,3,120,116,-1,-1,0.0,0,0.0,0.025,0.016666666666666666,-0.16,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,52379,952,1,75,75,1,0,44.46718978881836,1.0,1.0,1.0,0.375,0.0,0,0,3,120,55,86,31,1.0,2,0.15,0.225,0.125,-1.3800000000000008,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,52499,953,1,75,75,1,0,-3.1089835166931152,0.0,0.0,0.0,0.4375,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,52520,954,1,75,75,1,0,191.53054809570312,4.0,4.0,4.0,0.1875,0.0,0,0,0,21,11,11,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047
stage1b_single_agent_tiny,2,1,52640,955,1,75,75,1,0,40.17103958129883,1.0,1.0,1.0,0.375,0.0,0,0,3,120,16,120,104,1.0,6,0.5583333333333333,0.7416666666666667,0.3416666666666667,-4.380000000000001,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,52760,956,1,75,75,1,0,-8.12148380279541,1.0,1.0,0.0,0.375,0.0,0,0,3,120,83,-1,-1,0.0,4,0.08333333333333333,0.225,0.1,-1.3200000000000005,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,52875,957,1,75,75,1,0,186.6240997314453,4.0,4.0,4.0,0.4375,0.0,0,0,0,115,9,38,29,1.0,3,0.23478260869565218,0.41739130434782606,0.1391304347826087,-2.240000000000001,0.0,0.0,0.0,0.034782608695652174
stage1b_single_agent_tiny,2,1,52995,958,1,75,75,1,0,-1.6491360664367676,0.0,0.0,0.0,0.4375,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,53115,959,1,75,75,1,0,44.12254333496094,1.0,1.0,1.0,0.5625,0.0,0,0,3,120,2,15,13,1.0,1,0.075,0.1,0.05,-0.6000000000000001,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,53235,960,1,75,75,1,0,45.26866149902344,1.0,1.0,1.0,0.4375,0.0,0,0,3,120,24,36,12,1.0,1,0.008333333333333333,0.058333333333333334,0.025,-0.34,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,53352,961,1,75,75,1,0,185.45396423339844,4.0,4.0,4.0,0.3125,0.0,0,0,0,117,11,112,101,1.0,6,0.47863247863247865,0.6923076923076923,0.28205128205128205,-3.900000000000003,0.0,0.0,0.0,0.03418803418803419
stage1b_single_agent_tiny,2,1,53470,962,1,75,75,1,0,188.55702209472656,4.0,4.0,4.0,0.5,0.0,0,0,0,118,105,105,0,1.0,1,0.025423728813559324,0.07627118644067797,0.025423728813559324,-0.42,0.0,0.0,0.0,0.03389830508474576
stage1b_single_agent_tiny,2,1,53541,963,1,75,75,1,0,190.97055053710938,4.0,4.0,4.0,0.25,0.0,0,0,0,71,25,25,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086
stage1b_single_agent_tiny,2,1,53661,964,1,75,75,1,0,140.1641082763672,3.0,3.0,3.0,0.5,0.0,0,0,1,120,2,2,0,1.0,1,0.05,0.08333333333333333,0.025,-0.45999999999999996,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,53781,965,1,75,75,1,0,91.44917297363281,2.0,2.0,2.0,0.375,0.0,0,0,2,120,7,54,47,1.0,4,0.1,0.275,0.11666666666666667,-1.6000000000000008,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,53824,966,1,75,75,1,0,189.67138671875,4.0,4.0,4.0,0.25,0.0,0,0,0,43,3,37,34,1.0,3,0.32558139534883723,0.6511627906976745,0.2558139534883721,-1.3400000000000007,0.0,0.0,0.0,0.09302325581395349
stage1b_single_agent_tiny,2,1,53874,967,1,75,75,1,0,190.31150817871094,4.0,4.0,4.0,0.25,0.0,0,0,0,50,33,47,14,1.0,1,0.14,0.26,0.1,-0.6200000000000001,0.0,0.0,0.0,0.08
stage1b_single_agent_tiny,2,1,53909,968,1,75,75,1,0,191.24609375,4.0,4.0,4.0,0.3125,0.0,0,0,0,35,26,32,6,1.0,0,0.0,0.11428571428571428,0.0,-0.16,0.0,0.0,0.0,0.11428571428571428
stage1b_single_agent_tiny,2,1,54029,969,1,75,75,1,0,-3.872313976287842,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,54149,970,1,75,75,1,0,92.080322265625,2.0,2.0,2.0,0.3125,0.0,0,0,2,120,31,31,0,1.0,0,0.0,0.05,0.03333333333333333,-0.32,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,54269,971,1,75,75,1,0,92.48906707763672,2.0,2.0,2.0,0.3125,0.0,0,0,2,120,9,31,22,1.0,1,0.1,0.15,0.05,-0.8400000000000001,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,54389,972,1,75,75,1,0,-2.058518409729004,0.0,0.0,0.0,0.4375,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,54438,973,1,75,75,1,0,188.11203002929688,4.0,4.0,4.0,0.1875,0.0,0,0,0,49,2,13,11,1.0,3,0.24489795918367346,0.673469387755102,0.2653061224489796,-1.580000000000001,0.0,0.0,0.0,0.08163265306122448
stage1b_single_agent_tiny,2,1,54558,974,1,75,75,1,0,42.918243408203125,1.0,1.0,1.0,0.25,0.0,0,0,3,120,12,17,5,1.0,0,0.0,0.016666666666666666,0.016666666666666666,-0.12,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,54641,975,1,75,75,1,0,186.61790466308594,4.0,4.0,4.0,0.1875,0.0,0,0,0,83,26,26,0,1.0,4,0.2891566265060241,0.5180722891566265,0.1686746987951807,-2.0000000000000013,0.0,0.0,0.0,0.04819277108433735
stage1b_single_agent_tiny,2,1,54761,976,1,75,75,1,0,46.07240676879883,1.0,1.0,1.0,0.3125,0.0,0,0,3,120,93,102,9,1.0,1,0.025,0.05,0.008333333333333333,-0.26,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,54809,977,1,75,75,1,0,189.9928741455078,4.0,4.0,4.0,0.25,0.0,0,0,0,48,23,23,0,1.0,2,0.2916666666666667,0.4166666666666667,0.20833333333333334,-1.0000000000000004,0.0,0.0,0.0,0.08333333333333333
stage1b_single_agent_tiny,2,1,54863,978,1,75,75,1,0,190.2802734375,4.0,4.0,4.0,0.3125,0.0,0,0,0,54,16,17,1,1.0,0,0.0,0.05555555555555555,0.018518518518518517,-0.14,0.0,0.0,0.0,0.07407407407407407
stage1b_single_agent_tiny,2,1,54906,979,1,75,75,1,0,190.52601623535156,4.0,4.0,4.0,0.25,0.0,0,0,0,43,3,15,12,1.0,2,0.09302325581395349,0.2558139534883721,0.06976744186046512,-0.5,0.0,0.0,0.0,0.09302325581395349
stage1b_single_agent_tiny,2,1,55026,980,1,75,75,1,0,85.33866119384766,3.0,3.0,2.0,0.375,0.0,0,0,1,120,9,11,2,0.6666666666666666,0,0.0,0.025,0.0,-0.12,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,55146,981,1,75,75,1,0,44.31236267089844,1.0,1.0,1.0,0.4375,0.0,0,0,3,120,1,31,30,1.0,2,0.16666666666666666,0.21666666666666667,0.058333333333333334,-1.1800000000000004,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,55184,982,1,75,75,1,0,190.92962646484375,4.0,4.0,4.0,0.3125,0.0,0,0,0,38,2,2,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684
stage1b_single_agent_tiny,2,1,55304,983,1,75,75,1,0,138.7598876953125,3.0,3.0,3.0,0.5,0.0,0,0,1,120,2,3,1,1.0,2,0.058333333333333334,0.14166666666666666,0.05,-0.8,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,55424,984,1,75,75,1,0,91.23265075683594,2.0,2.0,2.0,0.4375,0.0,0,0,2,120,5,7,2,1.0,1,0.016666666666666666,0.06666666666666667,0.0,-0.32,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,55544,985,1,75,75,1,0,138.57139587402344,3.0,3.0,3.0,0.5,0.0,0,0,1,120,4,5,1,1.0,2,0.041666666666666664,0.1,0.016666666666666666,-0.5199999999999999,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,55664,986,1,75,75,1,0,43.4229850769043,1.0,1.0,1.0,0.5625,0.0,0,0,3,120,101,113,12,1.0,1,0.008333333333333333,0.058333333333333334,0.008333333333333333,-0.30000000000000004,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,55711,987,1,75,75,1,0,190.47857666015625,4.0,4.0,4.0,0.4375,0.0,0,0,0,47,5,7,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234
stage1b_single_agent_tiny,2,1,55785,988,1,75,75,1,0,187.95191955566406,4.0,4.0,4.0,0.5,0.0,0,0,0,74,18,18,0,1.0,2,0.08108108108108109,0.21621621621621623,0.02702702702702703,-0.6800000000000002,0.0,0.0,0.0,0.05405405405405406
stage1b_single_agent_tiny,2,1,55862,989,1,75,75,1,0,188.87069702148438,4.0,4.0,4.0,0.5625,0.0,0,0,0,77,6,29,23,1.0,3,0.24675324675324675,0.4155844155844156,0.07792207792207792,-1.4000000000000006,0.0,0.0,0.0,0.05194805194805195
stage1b_single_agent_tiny,2,1,55982,990,1,75,75,1,0,133.81724548339844,4.0,4.0,3.0,0.5,0.0,0,0,0,120,26,27,1,0.75,3,0.1,0.23333333333333334,0.05,-1.2400000000000004,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,55988,991,1,75,75,1,0,192.00201416015625,4.0,4.0,4.0,0.125,0.0,0,0,0,6,2,2,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
stage1b_single_agent_tiny,2,1,56108,992,1,75,75,1,0,91.5222396850586,2.0,2.0,2.0,0.5625,0.0,0,0,2,120,29,39,10,1.0,2,0.058333333333333334,0.14166666666666666,0.016666666666666666,-0.7200000000000001,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,56228,993,1,75,75,1,0,135.0803680419922,4.0,4.0,3.0,0.5625,0.0,0,0,0,120,52,60,8,0.75,2,0.041666666666666664,0.1,0.008333333333333333,-0.4999999999999999,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,56322,994,1,75,75,1,0,185.60406494140625,4.0,4.0,4.0,0.375,0.0,0,0,0,94,3,50,47,1.0,4,0.3404255319148936,0.5319148936170213,0.1702127659574468,-2.320000000000001,0.0,0.0,0.0,0.0425531914893617
stage1b_single_agent_tiny,2,1,56430,995,1,75,75,1,0,187.05621337890625,4.0,4.0,4.0,0.5625,0.0,0,0,0,108,32,32,0,1.0,2,0.06481481481481481,0.19444444444444445,0.027777777777777776,-0.9000000000000001,0.0,0.0,0.0,0.037037037037037035
stage1b_single_agent_tiny,2,1,56550,996,1,75,75,1,0,-4.382812976837158,0.0,0.0,0.0,0.4375,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1b_single_agent_tiny,2,1,56670,997,1,75,75,1,0,90.87215423583984,2.0,2.0,2.0,0.5,0.0,0,0,2,120,2,16,14,1.0,1,0.05,0.075,0.008333333333333333,-0.37999999999999995,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,56790,998,1,75,75,1,0,139.4375762939453,3.0,3.0,3.0,0.5,0.0,0,0,1,120,22,24,2,1.0,1,0.03333333333333333,0.058333333333333334,0.0,-0.28,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,56890,999,1,75,75,1,0,187.48214721679688,4.0,4.0,4.0,0.5,0.0,0,0,0,100,12,18,6,1.0,0,0.0,0.05,0.0,-0.2,0.0,0.0,0.0,0.04
stage1b_single_agent_tiny,2,1,56904,1000,1,75,75,1,0,191.4683837890625,4.0,4.0,4.0,0.1875,0.0,0,0,0,14,7,7,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
stage1b_single_agent_tiny,2,1,57024,1001,1,75,75,1,0,87.2984390258789,3.0,3.0,2.0,0.5625,0.0,0,0,1,120,67,70,3,0.6666666666666666,0,0.0,0.025,0.0,-0.12,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,57144,1002,1,75,75,1,0,135.1089630126953,4.0,4.0,3.0,0.5625,0.0,0,0,0,120,4,19,15,0.75,1,0.016666666666666666,0.19166666666666668,0.0,-0.9200000000000003,0.0,0.0,0.0,0.025
stage1b_single_agent_tiny,2,1,57264,1003,1,75,75,1,0,44.1557731628418,1.0,1.0,1.0,0.5625,0.0,0,0,3,120,2,6,4,1.0,0,0.0,0.025,0.008333333333333333,-0.14,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,57368,1004,1,75,75,1,0,186.8519287109375,4.0,4.0,4.0,0.5625,0.0,0,0,0,104,17,28,11,1.0,3,0.07692307692307693,0.27884615384615385,0.009615384615384616,-1.1800000000000004,0.0,0.0,0.0,0.038461538461538464
stage1b_single_agent_tiny,2,1,57468,1005,1,75,75,1,0,186.45465087890625,4.0,4.0,4.0,0.5,0.0,0,0,0,100,2,24,22,1.0,1,0.02,0.17,0.03,-0.74,0.0,0.0,0.0,0.04
stage1b_single_agent_tiny,2,1,57588,1006,1,75,75,1,0,44.2227783203125,1.0,1.0,1.0,0.5,0.0,0,0,3,120,23,32,9,1.0,0,0.0,0.041666666666666664,0.0,-0.2,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,57672,1007,1,75,75,1,0,187.59271240234375,4.0,4.0,4.0,0.5,0.0,0,0,0,84,34,51,17,1.0,2,0.047619047619047616,0.21428571428571427,0.0,-0.7200000000000001,0.0,0.0,0.0,0.047619047619047616
stage1b_single_agent_tiny,2,1,57792,1008,1,75,75,1,0,43.489925384521484,1.0,1.0,1.0,0.5625,0.0,0,0,3,120,49,58,9,1.0,0,0.0,0.041666666666666664,0.0,-0.2,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,57912,1009,1,75,75,1,0,43.742149353027344,1.0,1.0,1.0,0.5,0.0,0,0,3,120,65,73,8,1.0,1,0.008333333333333333,0.041666666666666664,0.0,-0.2,0.0,0.0,0.0,0.008333333333333333
stage1b_single_agent_tiny,2,1,57997,1010,1,75,75,1,0,187.1866455078125,4.0,4.0,4.0,0.5,0.0,0,0,0,85,8,11,3,1.0,0,0.0,0.047058823529411764,0.0,-0.16,0.0,0.0,0.0,0.047058823529411764
stage1b_single_agent_tiny,2,1,58117,1011,1,75,75,1,0,91.5088882446289,2.0,2.0,2.0,0.5,0.0,0,0,2,120,55,67,12,1.0,1,0.058333333333333334,0.13333333333333333,0.0,-0.64,0.0,0.0,0.0,0.016666666666666666
stage1b_single_agent_tiny,2,1,58214,1012,1,75,75,1,0,187.62893676757812,4.0,4.0,4.0,0.5,0.0,0,0,0,97,20,21,1,1.0,0,0.0,0.020618556701030927,0.0,-0.08,0.0,0.0,0.0,0.041237113402061855
stage1b_single_agent_tiny,2,1,58316,1013,1,75,75,1,0,186.38986206054688,4.0,4.0,4.0,0.5,0.0,0,0,0,102,2,25,23,1.0,4,0.09803921568627451,0.37254901960784315,0.00980392156862745,-1.5400000000000007,0.0,0.0,0.0,0.0392156862745098
